OccNo,OccAcID,RegistrationNo,RegCountry,YearManufacture,MaxTakeOffWeight,WeightCategory,AircraftType,AircraftMake,AircraftModel,Organization,OperatorType,CARSubpart,StateOperator,OperationType,Departure,Destination,DamageLevel,PRODUCTION_DT
A04A0142,A04A0142_1,,CANADA,,,27001-272000,AEROPLANE,AIRBUS,A319,AIR CANADA,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYUL MONTREAL/PIERRE ELLIOT TRUDEAU INTL,CYHZ HALIFAX INTL,NONE,2019-03-29T13:28:51
A04A0142,A04A0142_2,N3700M,UNITED STATES,1980,4581,2251-5700,AEROPLANE,BEECH,E90,BOEING COMPANY,CORPORATE,N/A,N/A,EXPERIMENTAL/TEST,CYHZ HALIFAX INTL,CYHZ HALIFAX INTL,NONE,2019-03-29T13:28:51
A04A0144,A04A0144_1,,FRANCE,,,OVER 272001,AEROPLANE,BOEING,747-200,AIR FRANCE,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,LFPG PARIS/CHARLES DE GAULLE INTL,KORD CHICAGO/O'HARE INTL,NONE,2019-03-29T13:28:51
A04A0148,A04A0148_1,C-FYKS,CANADA,1969,975,0-2250,AEROPLANE,PIPER,PA-28,ATLANTIC AVIATION ACADEMY,OTHER,N/A,N/A,TRAINING,CYYT ST. JOHN`S INTL,CYYT ST. JOHN`S INTL,DESTROYED,2019-03-29T13:28:51
A04A0155,A04A0155_1,C-FPAI,CANADA,1985,12700,5701-27000,AEROPLANE,SAAB-FAIRCHILD,SF 340 A,PAL PROVINCIAL AIRLINES,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYDF DEER LAKE,CYYR GOOSE BAY,NONE,2019-03-29T13:28:51
A04A0156,A04A0156_1,,CANADA,,75300,27001-272000,AEROPLANE,AIRBUS,A319,AIR CANADA,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYYZ LESTER B. PEARSON INTL,CYHZ HALIFAX INTL,,2019-03-29T13:28:51
A04A0156,A04A0156_2,,CANADA,,75300,27001-272000,AEROPLANE,AIRBUS,A320,AIR CANADA,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYOW OTTAWA INTL,CYHZ HALIFAX INTL,,2019-03-29T13:28:51
A04A0158,A04A0158_1,,UNITED STATES,,,5701-27000,AEROPLANE,CANADAIR,CL-600-2B19 (CRJ),NORTHWEST AIRLINK,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,KDTW DETROIT METRO/WAYNE COUNTY ARPT,CYHZ HALIFAX INTL,NONE,2019-03-29T13:28:51
A04A0161,A04A0161_1,CU-T1280,CUBA,,167000,27001-272000,AEROPLANE,ILYUSHIN,IL-62,CUBANA AIRLINES,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,CYQX GANDER INTL,MUHA JOSE MARTI INTL HAVANA CUBA,NONE,2019-03-29T13:28:51
A04C0004,A04C0004_1,C-GQCP,CANADA,1983,56473,27001-272000,AEROPLANE,BOEING,737-200,AIR CANADA ZIP,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYWG WINNIPEG INTL,SASKATOON,NONE,2019-03-29T13:28:51
A04C0006,A04C0006_1,G-CIVY,UNITED KINGDOM,1998,396893,OVER 272001,AEROPLANE,BOEING,747-400,BRITISH AIRWAYS,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,(EGLL) HEATHROW INTERNATIONAL,(KSEA) SEATTLE-TACOMA INTERNATIONAL,NONE,2019-03-29T13:28:51
A04C0006,A04C0006_2,N782AN,UNITED STATES,2000,,OVER 272001,AEROPLANE,BOEING,777-200,AMERICAN AIRLINES,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,(KJFK) NEW YORK,(RJAA) NEW TOKYO INT'L,NONE,2019-03-29T13:28:51
A04C0008,A04C0008_1,C-GAUN,CANADA,1983,140615,27001-272000,AEROPLANE,BOEING,767-200,AIR CANADA,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYVR VANCOUVER,CYYZ TORONTO,NONE,2019-03-29T13:28:51
A04C0010,A04C0010_1,C-GMAA,CANADA,1965,21092,5701-27000,AEROPLANE,HAWKER SIDDELEY,HS 748 2A,WASAYA AIRWAYS,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYPL PICKLE LAKE,CYLH LANSDOWNE HOUSE,NONE,2019-03-29T13:28:51
A04C0011,A04C0011_1,C-GERW,CANADA,1981,6577,5701-27000,AEROPLANE,FAIRCHILD,SA-227-AC,NORTHERN DENE AIRWAYS,COMMERCIAL,704 - COMMUTER,N/A,AIR TRANSPORT,CYXE SASKATOON/JOHN G. DIEFENBAKER INTL,CYPA PRINCE ALBERT,NONE,2019-03-29T13:28:51
A04C0013,A04C0013_1,C-FZUB,CANADA,2003,77000,27001-272000,AEROPLANE,AIRBUS,A320-200,AIR CANADA,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,TORONTO,CYQR REGINA INTL,NONE,2019-03-29T13:28:51
A04C0016,A04C0016_1,C-FYAG,CANADA,1987,7258,5701-27000,AEROPLANE,FAIRCHILD,SA-227-AC,BEARSKIN LAKE AIR SERVICE,COMMERCIAL,704 - COMMUTER,N/A,AIR TRANSPORT,KENORA,CYHD DRYDEN REGIONAL,MINOR,2019-03-29T13:28:51
A04C0017,A04C0017_1,C-GBHN,CANADA,1997,70000,27001-272000,AEROPLANE,AIRBUS,A319-100,AIR CANADA,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,TORONTO,EDMONTON,NONE,2019-03-29T13:28:51
A04C0018,A04C0018_1,N409AW,UNITED STATES,2000,,5701-27000,AEROPLANE,CANADAIR,CL-65,AIR WISCONSIN,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,CHICAGO,CYWG WINNIPEG INTL,NONE,2019-03-29T13:28:51
A04C0023,A04C0023_1,N429AW,UNITED STATES,2002,24041,5701-27000,AEROPLANE,CANADAIR,CL-600-2B19 (CRJ),AIR WISCONSIN,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,CHICAGO O'HARE,CYWG WINNIPEG INTL,NONE,2019-03-29T13:28:51
A04C0024,A04C0024_1,C-GYTL,CANADA,1993,7484,5701-27000,AEROPLANE,FAIRCHILD,SA-227-CC,BEARSKIN AIRLINES,COMMERCIAL,704 - COMMUTER,N/A,AIR TRANSPORT,CYQT THUNDER BAY,CYSB SUDBURY,NONE,2019-03-29T13:28:51
A04C0027,A04C0027_1,N310NB,UNITED STATES,1999,70000,27001-272000,AEROPLANE,AIRBUS,A319-100,NORTHWEST AIRLINES,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,MINNEAPOLIS,CYEG EDMONTON,MINOR,2019-03-29T13:28:51
A04C0029,A04C0029_1,G-YMMG,UNITED KINGDOM,2000,297556,OVER 272001,AEROPLANE,BOEING,777-200,BRITISH AIRWAYS,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,HEATHROW INT'L AIRPORT (EGLL),PHEONIX SKY HARBOR INT'L AIRPORT (KPHX),NONE,2019-03-29T13:28:51
A04C0031,A04C0031_1,C-GWSH,CANADA,2002,70080,27001-272000,AEROPLANE,BOEING,737-700,WESTJET,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYWG WINNIPEG INTL,MMPR PUERTO VALLARTA,NONE,2019-03-29T13:28:51
A04C0033,A04C0033_1,C-FOLJ,CANADA,1962,1020,0-2250,AEROPLANE,CESSNA,172C,,PRIVATE,,N/A,PLEASURE/TRAVEL,"HAZLET, SK","HAZLET, SK",SUBSTANTIAL,2019-03-29T13:28:51
A04C0034,A04C0034_1,C-FONX,CANADA,1970,12399,5701-27000,AEROPLANE,DASSAULT-BREGUET,FALCON 20F,KNIGHTHAWK AIR EXPRESS,COMMERCIAL,704 - COMMUTER,N/A,AIR TRANSPORT,CYWG WINNIPEG INTL,"KILN WILMINGTON INDUSTRIAL, OHIO",NONE,2019-03-29T13:28:51
A04C0035,A04C0035_1,C-FGYL,CANADA,1991,75500,27001-272000,AEROPLANE,AIRBUS,A320-200,AIR CANADA,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYWG WINNIPEG INTL,CYYZ TORONTO/PEARSON INTL,NONE,2019-03-29T13:28:51
A04C0036,A04C0036_1,C-GSAE,CANADA,2001,5670,2251-5700,AEROPLANE,BEECH,B200,SASKATCHEWAN PROPERTY MANAGEMENT CORPORATION,STATE,N/A,PROVINCIAL,AIR AMBULANCE/ EMERGENCY MEDICAL,CYXE SASKATOON/DIEFENBAKER INTL,CJL4 LA LOCHE,NONE,2019-03-29T13:28:51
A04C0036,A04C0036_2,C-FIPW,CANADA,1982,6577,5701-27000,AEROPLANE,FAIRCHILD,SA-227-AC,NORTHERN DENE AIRWAYS,COMMERCIAL,704 - COMMUTER,N/A,AIR TRANSPORT,CYXE SASKATOON/DIEFENBAKER INTL,CYPA PRINCE ALBERT,NONE,2019-03-29T13:28:51
A04C0038,A04C0038_1,,CANADA,,70370,27001-272000,AEROPLANE,LOCKHEED,C-130,CANADIAN FORCES - DND,STATE,N/A,MILITARY,TRAINING,CYQK KENORA,CYWG WINNIPEG INTL,NONE,2019-03-29T13:28:51
A04C0038,A04C0038_2,,CANADA,,15649,5701-27000,AEROPLANE,DE HAVILLAND,DHC-8-100,CANADIAN FORCES - DND,STATE,N/A,MILITARY,TRAINING,CYWG WINNIPEG INTL,CYQK KENORA,NONE,2019-03-29T13:28:51
A04C0040,A04C0040_1,C-FWYW,CANADA,1960,1279,0-2250,AEROPLANE,CESSNA,180D,,PRIVATE,,N/A,PLEASURE/TRAVEL,"ST. ANDREWS, MANITBA",CYWG WINNIPEG INTL,NONE,2019-03-29T13:28:51
A04C0040,A04C0040_2,C-GYQT,CANADA,1986,7258,5701-27000,AEROPLANE,FAIRCHILD,SA-227-AC,BEARSKIN AIRLINES,COMMERCIAL,704 - COMMUTER,N/A,AIR TRANSPORT,CYWG WINNIPEG INTL,THUNDER BAY,MINOR,2019-03-29T13:28:51
A04C0041,A04C0041_1,C-FYJI,CANADA,1996,70000,27001-272000,AEROPLANE,AIRBUS,A319-100,AIR CANADA,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,TORONTO,CYWG WINNIPEG INTL,NONE,2019-03-29T13:28:51
A04C0046,A04C0046_1,C-FONX,CANADA,1970,12399,5701-27000,AEROPLANE,AMD/SUD,FAN JET FALCON SERIES D,KNIGHT HAWK AIR EXPRESS,COMMERCIAL,704 - COMMUTER,N/A,AIR TRANSPORT,CYWG WINNIPEG INTL,"WILLMINGTON, OHIO",NONE,2019-03-29T13:28:51
A04C0050,A04C0050_1,C-FWBL,CANADA,2003,70080,27001-272000,AEROPLANE,BOEING,737-700,WESTJET,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYYC CALGARY,CYYZ TORONTO,NONE,2019-03-29T13:28:51
A04C0051,A04C0051_1,C-FIHL,CANADA,1976,1451,0-2250,HELICOPTER,BELL HELICOPTER,206B,STANDARD AG. HELICOPTER,COMMERCIAL,702 - AERIAL WORK,N/A,FERRY,REGINA,MEDICINE HAT,SUBSTANTIAL,2019-03-29T13:28:51
A04C0052,A04C0052_1,,CANADA,,7530,5701-27000,AEROPLANE,BEECH,1900,SKYWARD AVIATION,COMMERCIAL,704 - COMMUTER,N/A,AIR TRANSPORT,CYWG WINNIPEG INTL,NORWAY HOUSE,NONE,2019-03-29T13:28:51
A04C0052,A04C0052_2,,CANADA,,12928,5701-27000,AEROPLANE,SAAB-FAIRCHILD,SF 340 A,CALM AIR,COMMERCIAL,704 - COMMUTER,N/A,AIR TRANSPORT,THOMPSON,CYWG WINNIPEG INTL,NONE,2019-03-29T13:28:51
A04C0053,A04C0053_1,C-FIPW,CANADA,1982,6577,5701-27000,AEROPLANE,FAIRCHILD,SA-227-AC,NORCANAIR,COMMERCIAL,704 - COMMUTER,N/A,AIR TRANSPORT,FOND DU LAC,SASKATOON,NONE,2019-03-29T13:28:51
A04C0054,A04C0054_1,,CANADA,,,27001-272000,AEROPLANE,AIRBUS,A320,AIR CANADA,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,TORONTO,REGINA,NONE,2019-03-29T13:28:51
A04C0054,A04C0054_2,,CANADA,,,27001-272000,AEROPLANE,AIRBUS,A320,AIR CANADA,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,REGINA,TORONTO,NONE,2019-03-29T13:28:51
A04C0060,A04C0060_1,C-GJKF,CANADA,1975,78456,27001-272000,AEROPLANE,BOEING,727-200,KELOWNA FLIGHTCRAFT,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYEG EDMONTON,CYWG WINNIPEG INTL,NONE,2019-03-29T13:28:51
A04C0063,A04C0063_1,C-GBBZ,CANADA,1980,1633,0-2250,AEROPLANE,CESSNA,206,SANDY LAKE SEAPLANE SERVICE,COMMERCIAL,703 - AIR TAXI,N/A,AIR TRANSPORT,SANDY LAKE ICE SURFACE,CZSL SANDY LAKE AIRPORT,SUBSTANTIAL,2019-03-29T13:28:51
A04C0064,A04C0064_1,C-FZQN,CANADA,2003,699,0-2250,HELICOPTER,,,,PRIVATE,,N/A,INSPECTION,"RALF, SK","RALF, SK",DESTROYED,2019-03-29T13:28:51
A04C0065,A04C0065_1,C-FJWZ,CANADA,1991,6033,5701-27000,AEROPLANE,CESSNA,550,GOVERNMENT OF CANADA DEPARTMENT OF TRANSPORT,STATE,N/A,PROVINCIAL,TRAINING,CYWG WINNIPEG INTL,CYWG WINNIPEG INTL,NONE,2019-03-29T13:28:51
A04C0067,A04C0067_1,C-GCPO,CANADA,1979,56473,27001-272000,AEROPLANE,BOEING,737-200,AIR CANADA ZIP,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYOW OTTAWA,CYWG WINNIPEG INTL,NONE,2019-03-29T13:28:51
A04C0069,A04C0069_1,C-GZVJ,CANADA,1996,7688,5701-27000,AEROPLANE,BEECH,1900D,WASAYA AIRWAYS,COMMERCIAL,704 - COMMUTER,N/A,AIR TRANSPORT,CYXL SIOUX LOOKOUT,CYTL BIG TROUT LAKE,NONE,2019-03-29T13:28:51
A04C0070,A04C0070_1,N418AW,UNITED STATES,2002,23133,5701-27000,AEROPLANE,CANADAIR,CL-600-2B19 (CRJ),AIR WISCONSIN,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,CYWG WINNIPEG INTL,KORD CHICAGO,NONE,2019-03-29T13:28:51
A04C0071,A04C0071_1,C-FWAD,CANADA,2002,70080,27001-272000,AEROPLANE,BOEING,737-700,WESTJET,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYHM HAMILTON,CYWG WINNIPEG,NONE,2019-03-29T13:28:51
A04C0073,A04C0073_1,C-FWSF,CANADA,2003,70080,27001-272000,AEROPLANE,BOEING,737-700,WESTJET,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYYZ TORONTO,CYYC CALGARY,NONE,2019-03-29T13:28:51
A04C0074,A04C0074_1,C-GLWS,CANADA,2001,68040,27001-272000,AEROPLANE,BOEING,737-700,WESTJET,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYYZ TORONTO/PEARSON INTL,CYEG EDMONTON INTL,NONE,2019-03-29T13:28:51
A04C0078,A04C0078_1,C-FWBW,CANADA,2003,68038,27001-272000,AEROPLANE,BOEING,737-700,WESTJET,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYWG WINNIPEG INTL,CYHM HAMILTON,NONE,2019-03-29T13:28:51
A04C0078,A04C0078_2,C-GAUE,CANADA,1982,140615,27001-272000,AEROPLANE,BOEING,767-233,AIR CANADA,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYYZ TORONTO/PEARSON INTL,CYYC CALGARY INTL,NONE,2019-03-29T13:28:51
A04C0079,A04C0079_1,C-GIQK,CANADA,1979,5715,5701-27000,AEROPLANE,FAIRCHILD,SA-226-TC,PERIMETER AIRLINES (INLAND),COMMERCIAL,704 - COMMUTER,N/A,AIR TRANSPORT,CYST ST THERESA POINT,CYWG WINNIPEG INTL,NONE,2019-03-29T13:28:51
A04C0082,A04C0082_1,C-GQWJ,CANADA,1979,52163,27001-272000,AEROPLANE,BOEING,737-200,WESTJET,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYWG WINNIPEG INTL,CYYC CALGARY INTL,NONE,2019-03-29T13:28:51
A04C0085,A04C0085_1,C-FAMJ,CANADA,2000,6714,5701-27000,AEROPLANE,CESSNA,550,OMEGA AIR CORP,COMMERCIAL,704 - COMMUTER,N/A,AIR TRANSPORT,WINNIPEG,KELOWNA,NONE,2019-03-29T13:28:51
A04C0085,A04C0085_2,,FRANCE,,,27001-272000,AEROPLANE,BOEING,777-200,AIR FRANCE,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,SAN FRANCISCO KSFO,CHARLES DE GAULLE LFPG,NONE,2019-03-29T13:28:51
A04C0086,A04C0086_1,C-FQNO,CANADA,1972,1043,0-2250,AEROPLANE,CESSNA,172L,NORTHERN DENE AIRWAYS,COMMERCIAL,703 - AIR TAXI,N/A,PLEASURE/TRAVEL,FOND DU LAC,CYBE URANIUM CITY,SUBSTANTIAL,2019-03-29T13:28:51
A04C0088,A04C0088_1,C-FLWJ,CANADA,1984,53071,27001-272000,AEROPLANE,BOEING,737-200,WESTJET,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYYC CALGARY,CYQR REGINA INTL,MINOR,2019-03-29T13:28:51
A04C0090,A04C0090_1,C-GARO,CANADA,1997,70000,27001-272000,AEROPLANE,AIRBUS,A319-100,AIR CANADA,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYWG WINNIPEG INTL,CYYZ TORONTO PEARSON,NONE,2019-03-29T13:28:51
A04C0091,A04C0091_1,C-GKLQ,CANADA,1996,72575,27001-272000,AEROPLANE,MCDONNELL DOUGLAS,DC-9-83,JETSGO,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYYZ,CYEG,MINOR,2019-03-29T13:28:51
A04C0093,A04C0093_1,C-FKBV,CANADA,1969,1451,0-2250,HELICOPTER,BELL HELICOPTER,206B,CUSTOM HELICOPTERS,COMMERCIAL,703 - AIR TAXI,N/A,AIR TRANSPORT,ISLAND LAKE AIRPORT,ST. THERESA POINT AIRPORT,SUBSTANTIAL,2019-03-29T13:28:51
A04C0095,A04C0095_1,C-GLTC,CANADA,1969,21092,5701-27000,AEROPLANE,HAWKER SIDDELEY,HS 748 2A,WASAYA AIRWAYS,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYTL BIG TROUT LAKE,CYPL PICKLE LAKE,NONE,2019-03-29T13:28:51
A04C0096,A04C0096_1,C-GWSH,CANADA,2002,70080,27001-272000,AEROPLANE,BOEING,737-700,WESTJET,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYQT THUNDER BAY,CYWG WINNIPEG INTL,NONE,2019-03-29T13:28:51
A04C0097,A04C0097_1,C-GQKF,CANADA,1976,81647,27001-272000,AEROPLANE,BOEING,727-200,KELOWNA FLIGHTCRAFT,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYMX MONTREAL,CYWG WINNIPEG INTL,NONE,2019-03-29T13:28:51
A04C0098,A04C0098_1,C-GQHT,CANADA,1953,2313,2251-5700,AEROPLANE,DE HAVILLAND,DHC-2 MK I,PICKEREL ARM CAMPS,COMMERCIAL,703 - AIR TAXI,N/A,AIR TRANSPORT,"SIOUX LOOKOUT, ON",FAWCETT LAKE,SUBSTANTIAL,2019-03-29T13:28:51
A04C0099,A04C0099_1,C-FFWN,CANADA,1991,75500,27001-272000,AEROPLANE,AIRBUS,A320-200,AIR CANADA,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYYZ TORONTO/PEARSON INTL,CYEG EDMONTON INTL,NONE,2019-03-29T13:28:51
A04C0103,A04C0103_1,C-GVFA,CANADA,1971,64410,27001-272000,AEROPLANE,BOEING,727-100,Bradley Air Services Limited/First Air,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYFB IQALUIT,CYRB RESOLUTE BAY,NONE,2019-03-29T13:28:51
A04C0104,A04C0104_1,C-GEZW,CANADA,1958,2313,2251-5700,AEROPLANE,DE HAVILLAND,DHC-2 MK I,GREEN AIRWAYS,COMMERCIAL,703 - AIR TAXI,N/A,AIR TRANSPORT,BIG TROUT LAKE,CKS4 RED LAKE,SUBSTANTIAL,2019-03-29T13:28:51
A04C0105,A04C0105_1,C-GWEY,CANADA,1953,2313,2251-5700,AEROPLANE,DE HAVILLAND,DHC-2 (BEAVER),GEARY'S SPORTSMAN'S LODGE,COMMERCIAL,703 - AIR TAXI,N/A,AIR TRANSPORT,CKS4 RED LAKE,LITTLE VERMILLION LAKE,MINOR,2019-03-29T13:28:51
A04C0105,A04C0105_2,C-GQVL,CANADA,1979,1633,0-2250,AEROPLANE,CESSNA,U206 G,BIRCH LAKE LODGE,COMMERCIAL,703 - AIR TAXI,N/A,AIR TRANSPORT,CKS4 RED LAKE,BIRCH LAKE LODGE,SUBSTANTIAL,2019-03-29T13:28:51
A04C0108,A04C0108_1,C-FKAJ,CANADA,1991,75500,27001-272000,AEROPLANE,AIRBUS,A320-200,AIR CANADA,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYOW OTTAWA,CYEG EDMONTON,NONE,2019-03-29T13:28:51
A04C0111,A04C0111_1,C-GIOE,CANADA,1976,1338,0-2250,AEROPLANE,CESSNA,180J,NUELTIN LAKE AIR SERVICE,COMMERCIAL,703 - AIR TAXI,N/A,PLEASURE/TRAVEL,GRACE LAKE,CKA3 LEAF RAPIDS,SUBSTANTIAL,2019-03-29T13:28:51
A04C0112,A04C0112_1,C-FACF,CANADA,1991,18643,5701-27000,AEROPLANE,DE HAVILLAND,DHC-8-300,JAZZ AVIATION LP,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,REGINA,CALGARY,,2019-03-29T13:28:51
A04C0112,A04C0112_2,C-FCMJ,CANADA,1971,4264,2251-5700,AEROPLANE,NORTH AMERICAN,COMMANDER 681,PERIMETER AIRLINES (INLAND),COMMERCIAL,703 - AIR TAXI,N/A,AIR TRANSPORT,WINNIPEG,LETHBRIDGE,,2019-03-29T13:28:51
A04C0113,A04C0113_1,C-GBHR,CANADA,1998,70000,27001-272000,AEROPLANE,AIRBUS,A319-100,AIR CANADA,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,MONTREAL DORVAL,VANCOUVER,NONE,2019-03-29T13:28:51
A04C0113,A04C0113_2,,UNITED STATES,,412000,OVER 272001,AEROPLANE,BOEING,747-400,NORTHWEST AIRLINES,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,NAGOYA JAPAN,DETROIT,NONE,2019-03-29T13:28:51
A04C0114,A04C0114_1,PH-BFE,NETHERLANDS,,394625,OVER 272001,AEROPLANE,BOEING,747-400,KLM ROYAL DUTCH AIRLINES,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,AMSTERDAM,LOS ANGELES,NONE,2019-03-29T13:28:51
A04C0115,A04C0115_1,C-FTBF,CANADA,1947,794,0-2250,AEROPLANE,PIPER,PA-12,BLUE SKY AVIATION,COMMERCIAL,702 - AERIAL WORK,N/A,PHOTO/SURVEY,CKK4 ESTEVAN,CJQ3 CARLYLE,SUBSTANTIAL,2019-03-29T13:28:51
A04C0116,A04C0116_1,C-GNIH,CANADA,1970,1247,0-2250,AEROPLANE,BEECH,24R,,PRIVATE,,N/A,PLEASURE/TRAVEL,CYFO FLIN FLON,CJR3 GRACE LAKE,SUBSTANTIAL,2019-03-29T13:28:51
A04C0117,A04C0117_1,N96422,UNITED STATES,1978,1338,0-2250,AEROPLANE,CESSNA,182Q,,PRIVATE,,N/A,PLEASURE/TRAVEL,CHARRON LAKE,RED LAKE,SUBSTANTIAL,2019-03-29T13:28:51
A04C0118,A04C0118_1,N9648S,UNITED STATES,1966,748,0-2250,AEROPLANE,BELLANCA (AERONCA),7GCAA,,PRIVATE,,N/A,PLEASURE/TRAVEL,PINEY,CJA6 MINAKI,SUBSTANTIAL,2019-03-29T13:28:51
A04C0119,A04C0119_1,C-FACW,CANADA,1969,1043,0-2250,AEROPLANE,CESSNA,172K,WEST-GRO SEEDS SERVICE,CORPORATE,N/A,N/A,PLEASURE/TRAVEL,CJJ4 DELORAINE,CJJ4 DELORAINE,SUBSTANTIAL,2019-03-29T13:28:51
A04C0123,A04C0123_1,G-CIVD,UNITED KINGDOM,1994,394625,OVER 272001,AEROPLANE,BOEING,747-400,BRITISH AIRWAYS,COMMERCIAL,701 - FOREIGN,N/A,AIR TRANSPORT,"KLAX LOS ANGELES, USA","EGLL LONDON, UK",NONE,2019-03-29T13:28:51
A04C0124,A04C0124_1,C-GHIY,CANADA,2000,705,0-2250,AEROPLANE,,,,PRIVATE,,N/A,PLEASURE/TRAVEL,CKZ7 WINKLER,MORDEN,DESTROYED,2019-03-29T13:28:51
A04C0126,A04C0126_1,C-GRNV,CANADA,1989,42184,27001-272000,AEROPLANE,BRITISH AEROSPACE,BAE 146,JAZZ AVIATION LP,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYQT THUNDER BAY,CYYZ TORONTO,NONE,2019-03-29T13:28:51
A04C0128,A04C0128_1,C-GUJC,CANADA,1979,89357,27001-272000,AEROPLANE,BOEING,727-200,CARGOJET AIRWAYS LTD.,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYHM HAMILTON,CYYC CALGARY,NONE,2019-03-29T13:28:51
A04C0129,A04C0129_1,C-FVIN,CANADA,1946,544,0-2250,AEROPLANE,LUSCOMBE,8A,,PRIVATE,,N/A,PLEASURE/TRAVEL,CYEN ESTEVAN,CYEN ESTEVAN,SUBSTANTIAL,2019-03-29T13:28:51
A04C0130,A04C0130_1,C-FIPW,CANADA,1982,6577,5701-27000,AEROPLANE,FAIRCHILD,SA-227-AC,NORTHERN DENE AIRWAYS,COMMERCIAL,704 - COMMUTER,N/A,AIR TRANSPORT,CYXE SASKATOON/JOHN G. DIEFENBAKER INTL,CYPA PRINCE ALBERT,NONE,2019-03-29T13:28:51
A04C0131,A04C0131_1,C-FKWS,CANADA,2001,68040,27001-272000,AEROPLANE,BOEING,737-700,WESTJET,COMMERCIAL,705 - AIRLINER,N/A,AIR TRANSPORT,CYWG WINNIPEG,CYEG EDMONTON,NONE,2019-03-29T13:28:51
A04C0131,A04C0131_2,N910Q,UNITED STATES,1996,21283,5701-27000,AEROPLANE,DASSAULT-BREGUET,FALCON 900,,CORPORATE,N/A,N/A,AIR TRANSPORT,KSFO SAN FRANCISCO,CYFB IQALUIT,NONE,2019-03-29T13:28:51
A04C0132,A04C0132_1,C-FOBE,CANADA,1944,3420,2251-5700,AEROPLANE,NOORDUYN,NORSEMAN MK VI,GREEN AIRWAYS,COMMERCIAL,703 - AIR TAXI,N/A,AIR TRANSPORT,RED LAKE ON,BIRCH LAKE,SUBSTANTIAL,2019-03-29T13:28:51
A04C0133,A04C0133_1,C-GNSG,CANADA,1998,1948,0-2250,AEROPLANE,PIPER,PA-46-350P,,PRIVATE,,N/A,PLEASURE/TRAVEL,CYXE SASKATOON,CJZ3 MELFORT,SUBSTANTIAL,2019-03-29T13:28:51
